Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
N96029EIQ,WFPCUDF1-2,03 32 24.445,-27 50 54.12,11,2005-02-28 14:23:01,2005-02-28 14:33:41,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:50:09,N96029EIQ,,,1.755
N96029EKQ,WFPCUDF1-2,03 32 24.445,-27 50 54.12,11,2005-02-28 14:34:04,2005-02-28 14:44:44,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:50:46,N96029EKQ,,,1.755
O8JL9JECQ,DARK,03 32 22.390,-27 50 41.31,0,2003-09-03 23:52:44,2003-09-04 00:11:04,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:50,O8JL9JECQ,,,1.762
O8JL9JEDQ,DARK,03 32 22.390,-27 50 41.31,0,2003-09-04 00:11:48,2003-09-04 00:12:48,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:50,O8JL9JEDQ,,,1.762
O8JL9JEEQ,DARK,03 32 22.390,-27 50 41.31,0,2003-09-04 00:13:32,2003-09-04 00:14:32,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:50,O8JL9JEEQ,,,1.762
O8JL9KDYQ,DARK,03 32 22.390,-27 50 41.31,0,2003-09-03 23:00:34,2003-09-03 23:01:34,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:18,O8JL9KDYQ,,,1.762
O8JL9KDZQ,DARK,03 32 22.390,-27 50 41.31,0,2003-09-03 23:02:18,2003-09-03 23:03:18,60.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 05:28:49,O8JL9KDZQ,,,1.762
U8H08K01M,DARK,03 32 22.390,-27 50 41.31,0,2003-09-04 00:02:15,2003-09-04 00:18:55,1000.000,WFPC2 ,WFALL,F1042M;F437N,-1.000,9595,2003-09-04 05:33:29,U8H08K01M,,,1.762
U8ITZK01M,GOODS,03 32 22.390,-27 50 41.31,6,2003-09-03 23:06:15,2003-09-03 23:22:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 05:29:41,U8ITZK01M,,,1.762
U8ITZK02M,GOODS,03 32 22.390,-27 50 41.31,6,2003-09-03 23:25:15,2003-09-03 23:36:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 05:32:20,U8ITZK02M,,,1.762
U8LP9E01M,GOODS,03 32 22.390,-27 50 41.31,3,2003-09-03 22:56:15,2003-09-03 23:00:35,260.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9712,2003-09-04 05:28:04,U8LP9E01M,,,1.762
O8JHMSTCQ,ANY,03 32 15.806,-27 50 54.13,0,2002-11-05 10:55:29,2002-11-05 11:02:09,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:12:37,O8JHMSTCQ,,,1.764
O8JHMSTDQ,ANY,03 32 15.806,-27 50 54.13,0,2002-11-05 11:02:53,2002-11-05 11:09:15,382.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:13:09,O8JHMSTDQ,,,1.764
O8JHO2U8Q,ANY,03 32 15.806,-27 50 54.13,0,2002-11-05 12:30:25,2002-11-05 12:37:05,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:30:36,O8JHO2U8Q,,,1.764
O8JL9LFJQ,DARK,03 32 27.515,-27 51 40.31,0,2003-09-04 02:48:35,2003-09-04 03:06:55,1100.000,STIS  ,F28X50LP,MIRVIS,0.000,9606,2003-09-04 07:39:10,O8JL9LFJQ,,,1.773
U8ITZM01M,GOODS,03 32 27.515,-27 51 40.31,6,2003-09-04 02:17:15,2003-09-04 02:33:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 07:43:45,U8ITZM01M,,,1.773
U8ITZM02M,GOODS,03 32 27.515,-27 51 40.31,6,2003-09-04 02:36:15,2003-09-04 02:44:35,500.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-04 07:45:27,U8ITZM02M,,,1.773
U8GT4901M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:36:15,2003-09-01 20:36:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-02 00:13:37,,,,1.782
U8GT4902M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:38:15,2003-09-01 20:38:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-02 00:15:13,,,,1.782
U8GT4903M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:40:15,2003-09-01 20:40:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-02 00:17:50,,,,1.782
U8GT4904M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:42:15,2003-09-01 20:42:15,0.000,WFPC2 ,WFALL,F300W,2987.000,9596,2003-09-02 00:19:27,,,,1.782
U8GT4907M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:49:15,2003-09-01 20:49:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:03:53,,,,1.782
U8GT4908M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:51:15,2003-09-01 20:51:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:06:02,,,,1.782
U8GT4909M,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:53:15,2003-09-01 20:53:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:06:39,,,,1.782
U8GT490AM,BIAS,03 32 21.560,-27 50 37.48,1,2003-09-01 20:55:15,2003-09-01 20:55:15,0.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:08:17,,,,1.782
U8ITZG01M,GOODS,03 32 21.560,-27 50 37.48,6,2003-09-01 19:54:15,2003-09-01 20:10:55,1000.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-02 00:09:56,U8ITZG01M,,,1.782
U8ITZG02M,GOODS,03 32 21.560,-27 50 37.48,6,2003-09-01 20:13:15,2003-09-01 20:24:55,700.000,WFPC2 ,WFALL-FIX,F300W,2987.000,9481,2003-09-02 00:11:32,U8ITZG02M,,,1.782
U8GT4905M,INTFLAT,03 32 21.560,-27 50 37.48,1,2003-09-01 20:45:15,2003-09-01 20:45:25,10.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 00:22:02,U8GT4905M,,,1.782
U8GT4906M,INTFLAT,03 32 21.560,-27 50 37.48,1,2003-09-01 20:47:15,2003-09-01 20:47:25,10.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 00:23:37,U8GT4906M,,,1.782
U8GT490BM,INTFLAT,03 32 21.560,-27 50 37.48,1,2003-09-01 20:57:15,2003-09-01 20:57:35,20.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:10:23,U8GT490BM,,,1.782
U8GT490CM,INTFLAT,03 32 21.560,-27 50 37.48,1,2003-09-01 20:59:15,2003-09-01 20:59:35,20.000,WFPC2 ,WFALL,F555W,5439.000,9596,2003-09-02 02:11:59,U8GT490CM,,,1.782
O8J210030,NONE,03 32 21.560,-27 50 37.48,0,2003-09-01 19:19:28,2003-09-01 19:25:00,1.500,STIS  ,F28X50LP,MIRVIS,0.000,9614,2003-09-02 00:28:05,O8J210030,,,1.782
N96029ECQ,WFPCUDF1-2,03 32 23.620,-27 50 46.04,11,2005-02-28 12:52:56,2005-02-28 13:03:36,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:46:34,N96029ECQ,,,1.785
N96029EEQ,WFPCUDF1-2,03 32 23.620,-27 50 46.04,11,2005-02-28 13:03:59,2005-02-28 13:14:39,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:47:38,N96029EEQ,,,1.785
IBEUGND9Q,GOODS-SD5-VGN,03 32 26.010,-27 51 08.37,86,2010-10-09 15:41:42,2010-10-09 15:50:55,552.937,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-10-09 18:03:35,IBEUGND9Q,,31,1.792
IBLS85MOQ,DARK,03 32 15.397,-27 50 55.57,0,2011-01-15 03:31:41,2011-01-15 03:39:14,452.936,WFC3  ,IR,BLANK,0.000,12380,2011-01-15 06:54:01,IBLS85MOQ,,,1.795
IBEUGNCYQ,GOODS-SD5-VGN,03 32 26.075,-27 51 08.57,86,2010-10-09 15:13:27,2010-10-09 15:21:50,502.934,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-10-09 17:01:57,IBEUGNCYQ,,31,1.800
IBEUGNDCQ,GOODS-SD5-VGN,03 32 26.049,-27 51 08.19,86,2010-10-09 15:52:57,2010-10-09 16:00:11,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2010-10-09 18:08:27,IBEUGNDCQ,,,1.800
IBEUJ6030,GOODS-S075-VJ6,03 32 15.440,-27 50 54.77,86,2011-01-15 04:02:39,2011-01-15 04:20:27,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-01-15 08:27:42,IBEUJ6030,,30,1.800
IBET3T020,GOODS-WIDE115-V3T,03 32 23.697,-27 54 00.33,435,2011-03-25 12:34:37,2011-03-25 13:10:10,2008.803,WFC3  ,IR-FIX,F105W,10551.047,12060,2011-03-26 01:31:18,IBET3T020,,21,1.804
IBEUJ6N4Q,GOODS-S075-VJ6,03 32 15.448,-27 50 54.07,86,2011-01-15 05:29:33,2011-01-15 05:36:47,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2011-01-15 08:22:40,IBEUJ6N4Q,,,1.809
O8JHMSSZQ,ANY,03 32 15.777,-27 50 51.14,0,2002-11-05 10:40:29,2002-11-05 10:47:09,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:12:31,O8JHMSSZQ,,,1.809
O8JHO2U3Q,ANY,03 32 15.777,-27 50 51.14,0,2002-11-05 12:19:25,2002-11-05 12:26:05,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:30:34,O8JHO2U3Q,,,1.809
IBEUGN020,GOODS-SD5-VGN,03 32 26.101,-27 51 08.08,86,2010-10-09 15:22:52,2010-10-09 15:40:40,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2010-10-09 18:07:22,IBEUGN020,,25,1.810
IBEUJ6020,GOODS-S075-VJ6,03 32 15.413,-27 50 54.28,86,2011-01-15 03:51:34,2011-01-15 05:27:32,1105.868,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-01-15 08:25:09,IBEUJ6020,,30,1.810
IBET3TZLQ,GOODS-WIDE115-V3T,03 32 23.691,-27 54 00.93,435,2011-03-25 12:22:42,2011-03-25 12:33:35,652.938,WFC3  ,IR-FIX,F105W,10551.047,12060,2011-03-26 01:23:52,IBET3TZLQ,,21,1.812
N96029EFQ,WFPCUDF1-2,03 32 23.726,-27 50 44.67,11,2005-02-28 13:15:05,2005-02-28 13:25:45,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:48:34,N96029EFQ,,,1.815
N96029EHQ,WFPCUDF1-2,03 32 23.725,-27 50 44.67,11,2005-02-28 13:26:07,2005-02-28 13:36:47,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:49:07,N96029EHQ,,,1.815
N62B21020,POST-SAA-DARK,03 32 26.815,-27 51 18.93,0,2007-09-25 12:28:26,2007-09-25 12:36:59,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2007-09-26 15:29:29,N62B21020,,,1.816
IBLS67ZIQ,DARK,03 32 23.612,-27 54 01.71,0,2011-03-25 12:04:35,2011-03-25 12:12:08,452.936,WFC3  ,IR,BLANK,0.000,12380,2011-03-25 20:52:16,IBLS67ZIQ,,,1.816
OBN282ZGQ,DARK,03 32 23.612,-27 54 01.71,0,2011-03-25 12:01:55,2011-03-25 12:02:55,60.000,STIS  ,F28X50LP,MIRVIS,0.000,12400,2011-03-25 20:44:59,OBN282ZGQ,,,1.816
OBN282ZHQ,DARK,03 32 23.612,-27 54 01.71,0,2011-03-25 12:03:39,2011-03-25 12:04:39,60.000,STIS  ,F28X50LP,MIRVIS,0.000,12400,2011-03-25 20:45:07,OBN282ZHQ,,,1.816
N62B20030,POST-SAA-DARK,03 32 19.488,-27 50 33.83,0,2007-09-25 10:49:06,2007-09-25 10:57:39,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2007-09-26 15:26:29,N62B20030,,,1.822
J91H15030,ANY,03 32 26.396,-27 53 34.35,7,2006-09-12 18:25:07,2006-09-12 20:13:30,1520.000,ACS   ,WFC,F606W;CLEAR2L,5920.942,10258,2007-09-13 16:20:49,J91H15030,,10,1.822
N62B22020,POST-SAA-DARK,03 32 26.519,-27 51 12.94,0,2007-09-25 14:07:28,2007-09-25 14:16:01,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2007-09-26 15:33:19,N62B22020,,,1.825
J91H15020,ANY,03 32 26.193,-27 53 37.63,7,2006-09-12 17:54:29,2006-09-12 19:57:42,3034.000,ACS   ,WFC,F850LP;CLEAR2L,9033.191,10258,2007-09-13 03:18:25,J91H15020,,10,1.826
N9X153010,GOODS-SOUTH23,03 32 28.434,-27 52 17.85,30,2007-10-20 12:24:15,2007-10-20 16:17:53,7487.627,NICMOS,NIC3,F160W,16041.600,11082,2007-10-21 15:59:35,N9X153010,,4,1.830
N96031J9Q,WFPCUDF1-2,03 32 24.703,-27 50 50.74,11,2005-03-01 09:39:58,2005-03-01 09:50:38,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 22:21:22,N96031J9Q,,,1.834
N96031JBQ,WFPCUDF1-2,03 32 24.703,-27 50 50.74,11,2005-03-01 09:51:01,2005-03-01 10:01:41,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 22:22:23,N96031JBQ,,,1.834
IBEUGMS2Q,GOODS-SD5-VGM,03 32 16.179,-27 50 45.91,86,2010-10-08 18:27:29,2010-10-08 18:35:52,502.934,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-10-08 21:32:19,IBEUGMS2Q,,37,1.839
IBEUGM020,GOODS-SD5-VGM,03 32 16.205,-27 50 45.42,86,2010-10-08 18:36:54,2010-10-08 18:54:42,1005.868,WFC3  ,IR-FIX,F125W,12486.060,12061,2010-10-08 23:38:27,IBEUGM020,,31,1.843
IBEUGMSGQ,GOODS-SD5-VGM,03 32 16.152,-27 50 45.53,86,2010-10-08 19:06:59,2010-10-08 19:14:13,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2010-10-08 23:36:25,IBEUGMSGQ,,,1.847
IBEUGMSDQ,GOODS-SD5-VGM,03 32 16.114,-27 50 45.71,86,2010-10-08 18:55:44,2010-10-08 19:04:57,552.937,WFC3  ,IR-FIX,F160W,15369.176,12061,2010-10-08 23:35:29,IBEUGMSDQ,,31,1.849
IBEUIYBCQ,GOODS-W1-VIY-VIY,03 32 24.623,-27 53 56.93,86,2011-01-10 05:46:40,2011-01-10 05:56:43,602.934,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-01-10 07:53:46,IBEUIYBCQ,,35,1.853
IBEUIYBJQ,GOODS-W1-VIY-VIY,03 32 24.598,-27 53 57.14,86,2011-01-10 06:07:19,2011-01-10 06:14:33,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2011-01-10 08:32:20,IBEUIYBJQ,,,1.853
IBEUIY020,GOODS-W1-VIY-VIY,03 32 24.571,-27 53 57.44,86,2011-01-10 05:27:00,2011-01-10 06:05:18,855.872,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-01-10 08:35:16,IBEUIY020,,30,1.854
O8JHMSSNQ,ANY,03 32 15.748,-27 50 48.15,0,2002-11-05 10:24:27,2002-11-05 10:31:07,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:12:14,O8JHMSSNQ,,,1.855
O8JHMSSXQ,ANY,03 32 15.748,-27 50 48.15,0,2002-11-05 10:31:57,2002-11-05 10:38:37,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:12:19,O8JHMSSXQ,,,1.855
O8JHMSTOQ,ANY,03 32 15.748,-27 50 48.15,0,2002-11-05 11:58:34,2002-11-05 12:05:14,400.000,STIS  ,50CCD,MIRVIS,5740.556,9692,2002-11-05 21:13:48,O8JHMSTOQ,,,1.855
IBEUIYB8Q,GOODS-W1-VIY-VIY,03 32 24.608,-27 53 57.79,86,2011-01-10 05:34:45,2011-01-10 05:45:38,652.938,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-01-10 07:52:23,IBEUIYB8Q,,29,1.863
N96031JCQ,WFPCUDF1-2,03 32 24.809,-27 50 49.35,11,2005-03-01 10:02:07,2005-03-01 10:12:47,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 22:22:53,N96031JCQ,,,1.866
N96031JEQ,WFPCUDF1-2,03 32 24.809,-27 50 49.35,11,2005-03-01 10:13:09,2005-03-01 10:23:49,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 22:23:24,N96031JEQ,,,1.866
IBHJ05040,GOODS-SOUTH-5,03 32 21.557,-27 54 14.33,208,2012-03-20 04:09:54,2012-03-20 06:23:33,4711.744,WFC3  ,IR,G141,13886.717,12177,2012-03-20 07:36:32,IBHJ05040,,,1.884
N96030F1Q,WFPCUDF1-2,03 32 23.978,-27 50 41.22,11,2005-02-28 17:57:03,2005-02-28 18:07:43,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:57:16,N96030F1Q,,,1.892
N96030F3Q,WFPCUDF1-2,03 32 23.978,-27 50 41.22,11,2005-02-28 18:08:05,2005-02-28 18:18:45,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:58:14,N96030F3Q,,,1.892
O8JHMKD3Q,ANY,03 32 16.316,-27 54 04.46,0,2002-11-04 05:33:46,2002-11-04 05:40:26,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:11,O8JHMKD3Q,,,1.895
O8JHMKDDQ,ANY,03 32 16.316,-27 54 04.46,0,2002-11-04 05:41:16,2002-11-04 05:47:56,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:12,O8JHMKDDQ,,,1.895
O8JHMKE1Q,ANY,03 32 16.316,-27 54 04.46,0,2002-11-04 07:08:27,2002-11-04 07:15:07,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:50,O8JHMKE1Q,,,1.895
N9X145010,GOODS-SOUTH15,03 32 16.274,-27 50 41.19,30,2007-09-25 03:29:46,2007-09-25 10:02:53,7487.627,NICMOS,NIC3,F160W,16041.600,11082,2007-09-26 15:25:20,N9X145010,,4,1.899
N62B1Z030,POST-SAA-DARK,03 32 19.520,-27 50 28.79,0,2007-09-25 09:08:28,2007-09-25 09:17:01,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2007-09-26 15:24:47,N62B1Z030,,,1.905
IBLS0DJ6Q,DARK,03 32 24.613,-27 54 00.90,0,2011-04-05 08:25:17,2011-04-05 08:32:50,452.936,WFC3  ,IR,BLANK,0.000,12380,2011-04-05 11:33:18,IBLS0DJ6Q,,,1.908
IBEUIQ020,GOODS-W2-VIQ-VIQ,03 32 24.703,-27 54 00.37,86,2011-04-05 08:43:24,2011-04-05 09:21:42,855.872,WFC3  ,IR-FIX,F125W,12486.060,12061,2011-04-05 12:18:03,IBEUIQ020,,28,1.911
UA1D0804M,ANY,03 32 28.789,-27 52 12.09,6,2008-08-16 02:27:17,2008-08-16 02:45:37,1100.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-08-16 07:31:07,UA1D0804M,,,1.915
IBEUIQJBQ,GOODS-W2-VIQ-VIQ,03 32 24.687,-27 54 00.94,86,2011-04-05 08:51:09,2011-04-05 09:01:12,602.934,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-04-05 11:37:02,IBEUIQJBQ,,28,1.917
IBEUIQJMQ,GOODS-W2-VIQ-VIQ,03 32 24.736,-27 54 00.65,86,2011-04-05 09:23:43,2011-04-05 09:30:57,434.000,WFC3  ,UVIS-IR-FIX,F350LP,5859.400,12061,2011-04-05 12:13:41,IBEUIQJMQ,,,1.919
J8MT46S6Q,ANY,03 32 11.630,-27 52 01.17,82,2003-11-26 05:41:53,2003-11-26 05:59:18,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.686,9803,2003-11-26 11:00:14,J8MT46S6Q,,,1.919
J8MT46SAQ,ANY,03 32 11.630,-27 52 01.17,82,2003-11-26 06:03:19,2003-11-26 06:20:44,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.686,9803,2003-11-26 12:09:25,J8MT46SAQ,,,1.919
IBHJ05030,GOODS-SOUTH-5,03 32 20.937,-27 54 17.51,208,2012-03-20 04:05:56,2012-03-20 06:02:55,811.736,WFC3  ,IR,F140W,13922.907,12177,2012-03-20 07:35:37,IBHJ05030,,4,1.920
UA1D0803M,ANY,03 32 28.823,-27 52 12.76,6,2008-08-16 02:04:17,2008-08-16 02:20:57,1000.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-08-16 07:21:11,UA1D0803M,,,1.922
N96030EXQ,WFPCUDF1-2,03 32 24.084,-27 50 39.83,11,2005-02-28 17:34:54,2005-02-28 17:45:34,639.967,NICMOS,NIC3,F160W,16041.600,10403,2005-03-01 01:56:05,N96030EXQ,,,1.923
N96030EZQ,WFPCUDF1-2,03 32 24.084,-27 50 39.83,11,2005-02-28 17:45:57,2005-02-28 17:56:37,639.967,NICMOS,NIC3,F110W,11200.500,10403,2005-03-01 01:56:38,N96030EZQ,,,1.923
IBEUIQJFQ,GOODS-W2-VIQ-VIQ,03 32 24.754,-27 54 00.92,86,2011-04-05 09:02:14,2011-04-05 09:13:07,652.938,WFC3  ,IR-FIX,F160W,15369.176,12061,2011-04-05 12:12:14,IBEUIQJFQ,,34,1.925
UA1D0801M,ANY,03 32 28.840,-27 52 11.63,6,2008-08-16 00:32:17,2008-08-16 00:48:57,1000.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-08-16 07:11:00,UA1D0801M,,,1.927
UA1D0802M,ANY,03 32 28.874,-27 52 12.30,6,2008-08-16 00:55:17,2008-08-16 01:13:37,1100.000,WFPC2 ,WF3-FIX,F300W,2987.000,11144,2009-08-16 07:21:07,UA1D0802M,,,1.934
N628HF020,POST-SAA-DARK,03 32 26.775,-27 53 38.77,0,2005-03-14 03:47:09,2005-03-14 03:55:42,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8792,2005-03-14 09:20:43,N628HF020,,,1.934
O8JHMKDFQ,ANY,03 32 16.345,-27 54 07.45,0,2002-11-04 05:49:48,2002-11-04 05:56:28,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:13,O8JHMKDFQ,,,1.937
O8JHOCECQ,ANY,03 32 16.345,-27 54 07.45,0,2002-11-04 07:29:18,2002-11-04 07:35:58,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:32:13,O8JHOCECQ,,,1.937
J8MT41FDQ,ANY,03 32 11.620,-27 51 56.55,82,2003-11-23 02:29:12,2003-11-23 02:46:37,1044.000,ACS   ,HRC,F892N;CLEAR2S,8916.062,9803,2003-11-23 11:06:50,J8MT41FDQ,,,1.937
J8MT41FHQ,ANY,03 32 11.620,-27 51 56.55,82,2003-11-23 02:50:38,2003-11-23 03:08:03,1044.000,ACS   ,HRC,F892N;CLEAR2S,8916.062,9803,2003-11-23 11:09:53,J8MT41FHQ,,,1.937
JBEVG7010,GOODS-SD5,03 32 11.464,-27 52 06.13,77,2011-11-04 09:36:52,2011-11-04 11:20:28,1936.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12062,2011-11-04 13:58:19,JBEVG7010,,50,1.942
N62B23020,POST-SAA-DARK,03 32 26.971,-27 51 09.02,0,2007-09-25 15:46:35,2007-09-25 15:55:08,486.718,NICMOS,NIC2-FIX,BLANK,0.000,8795,2007-09-26 15:36:53,N62B23020,,,1.944
JCN617010,ANY,03 32 27.801,-27 53 21.46,3,2015-11-14 12:18:49,2015-11-14 17:20:48,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-15 01:14:49,JCN617010,,4,1.951
JCN617020,ANY,03 32 27.801,-27 53 21.46,3,2015-11-14 12:40:21,2015-11-14 17:43:56,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-15 02:07:27,JCN617020,,4,1.951
JCN619010,ANY,03 32 27.801,-27 53 21.46,3,2015-11-16 12:00:24,2015-11-16 17:03:29,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-17 02:54:38,JCN619010,,4,1.951
JCN619020,ANY,03 32 27.801,-27 53 21.46,3,2015-11-16 12:21:56,2015-11-16 17:26:37,4904.000,ACS   ,WFC,CLEAR1L;F435W,4329.188,13872,2015-11-17 06:59:08,JCN619020,,4,1.951
J8MT36NUQ,ANY,03 32 11.611,-27 51 51.93,82,2003-11-18 08:52:23,2003-11-18 09:09:48,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.673,9803,2003-11-18 13:43:19,J8MT36NUQ,,,1.958
J8MT36NYQ,ANY,03 32 11.611,-27 51 51.93,82,2003-11-18 09:13:49,2003-11-18 09:31:14,1044.000,ACS   ,HRC,G800L;CLEAR2S,7502.673,9803,2003-11-18 15:22:37,J8MT36NYQ,,,1.958
JBEUGY010,GOODS-SD5,03 32 26.496,-27 51 00.67,86,2010-10-09 16:50:22,2010-10-09 17:34:01,1936.000,ACS   ,WFC,CLEAR1L;F814W,8044.989,12061,2010-10-09 21:00:07,JBEUGY010,,47,1.958
O8JHMKDSQ,ANY,03 32 16.374,-27 54 10.43,0,2002-11-04 06:04:48,2002-11-04 06:11:28,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:16,O8JHMKDSQ,,,1.979
O8JHMKDTQ,ANY,03 32 16.374,-27 54 10.43,0,2002-11-04 06:12:12,2002-11-04 06:18:52,400.000,STIS  ,50CCD,MIRVIS,5740.555,9692,2002-11-04 15:31:48,O8JHMKDTQ,,,1.979
J8MT30W3Q,ANY,03 32 11.611,-27 51 47.31,82,2003-11-04 16:51:23,2003-11-04 17:08:48,1044.000,ACS   ,HRC,F892N;CLEAR2S,8916.062,9803,2003-11-05 05:36:25,J8MT30W3Q,,,1.980
J8MT30W7Q,ANY,03 32 11.611,-27 51 47.31,82,2003-11-04 17:12:49,2003-11-04 17:30:14,1044.000,ACS   ,HRC,F892N;CLEAR2S,8916.062,9803,2003-11-05 05:37:15,J8MT30W7Q,,,1.980
N62B1Y030,POST-SAA-DARK,03 32 19.552,-27 50 23.74,0,2007-09-25 07:26:42,2007-09-25 07:35:15,486.718,NICMOS,NIC3-FIX,BLANK,0.000,8795,2007-09-26 15:21:26,N62B1Y030,,,1.989
JBEUIR010,ANY,03 32 14.716,-27 50 47.10,86,2011-02-28 22:47:44,2011-02-28 23:32:13,1986.000,ACS   ,WFC,CLEAR1L;F814W,8044.990,12061,2011-03-01 09:12:58,JBEUIR010,,44,1.998
